Package_Name,Total_Paths,Total_Error,Total_ File_Descriptor,Python_Related_Keywords,Install_Package_Keywords,Root_DIR_Installation,Temporary_DIR_Installation,Home_DIR_Installation,User_Access,Sys_Access,Etc_DIR_Installation,Other_DIR_Installation,Level
antchain_sdk_pcc-1.0.0.tar.gz,16109,16109,26,4735,5462,497,202,2996,1602,1173,576,9063,1
antchain_sdk_realperson-1.0.0.tar.gz,27047,27047,22,4699,6214,499,146,2986,1699,1305,597,19815,1
antchain_sdk_rms-1.0.0.tar.gz,7216,7216,21,3366,2801,501,102,1972,1226,1275,225,1915,1
antchain_sdk_shuziwuliu-1.0.0.tar.gz,16181,16181,46,4393,5773,506,119,2621,1991,1290,302,9352,1
antchain_sdk_sp-1.0.0.tar.gz,6022,6022,23,680,2432,0,57,546,343,293,268,4515,1
antchain_sdk_stlr-1.0.0.tar.gz,7425,7425,26,3561,2849,501,149,2040,1379,1271,211,1874,1
antchain_sdk_tam-1.0.0.tar.gz,47408,47408,22,3390,5372,497,126,1737,1811,934,719,41584,1
antchain_sdk_tdm-1.0.0.tar.gz,54379,54379,26,4138,5501,4,224,3056,1901,1342,715,47137,1
antchain_sdk_zjlm-1.0.0.tar.gz,7400,7400,22,1402,3017,0,42,1289,418,1155,391,4105,1
antchain-abcdjb,16315,16315,29,1889,2909,0,255,1105,2405,1245,238,11067,0
antchain-abcdjb1,8316,8316,19,1847,1349,0,258,1134,2286,1225,173,3240,0
antchain-acc,18742,18742,46,2162,4365,4,275,1141,2651,1227,352,13092,0
antchain-account,8194,8194,21,1826,1278,0,301,1085,2181,1224,167,3236,0
antchain-acm,25690,25690,31,1997,5482,0,343,1134,2902,1285,323,19703,0
antchain-acs-iot,14218,14218,25,3796,2341,0,477,2721,3988,1383,215,5434,0
antchain-baas-midway,20309,20309,29,2014,3070,0,283,1191,3313,1324,278,13920,0
antchain-baasplus,8307,8307,22,1890,1344,0,301,1132,2224,1224,177,3249,0
antchain-billing,23474,23474,45,2183,4373,4,310,1164,3754,1337,376,16529,0
antchain-blockchain,48629,48629,22,1496,3802,0,180,675,1441,1255,687,44391,0
antchain-cafecmdb,11965,11965,22,1926,1459,0,264,1259,3920,1364,217,4941,0
antchain-cas,2135,2135,14,1855,537,0,364,984,552,62,31,142,0
antchain-cat,25817,25817,32,1939,5627,0,255,1110,2585,1257,307,20303,0
antchain-commercial,2592,2592,15,408,1834,0,5,337,280,113,35,1822,0
antchain-commercialexternal,10074,10074,24,295,2260,0,5,237,425,1105,121,8181,0
antchain-das,2756,2756,13,2074,956,0,329,1188,785,51,52,351,0
antchain-donpa,7118,7118,27,759,2447,0,7,535,541,71,118,5846,0
antchain-ebc,12164,12164,19,2979,2770,0,373,1727,1257,58,136,8613,0
antchain-ent,9029,9029,23,2148,3228,0,257,1390,1317,72,119,5874,0
antchain-gatewayx,11585,11585,25,2359,2875,0,258,1394,1078,73,130,8652,0
antchain-goodschain,5878,5878,19,4915,1725,0,512,3291,1379,75,75,546,0
antchain-iam,19495,19495,31,2112,2644,0,336,1078,883,1103,209,15886,0
antchain-industry,12209,12209,21,2173,2996,0,312,1279,1050,1104,263,8201,0
antchain-loadtestmock,21703,21703,51,2202,3946,4,310,1031,1186,1124,267,17781,0
antchain-mq,12855,12855,39,2005,3928,4,310,1005,1080,1095,234,9127,0
antchain-ms,18625,18625,40,2623,4145,4,369,1370,1420,67,237,15158,0
antchain-mytc,4777,4777,22,1834,646,0,319,1014,715,1084,123,1522,0
antchain-notification,4691,4691,20,1770,612,0,255,1005,707,1084,123,1517,0
antchain-op,8169,8169,21,1856,2273,0,366,983,656,68,151,5945,0
antchain-pcc,27097,27097,32,2109,4898,0,374,1032,965,1120,333,23273,0
antchain-realperson,32661,32661,31,4645,5499,0,534,2862,1542,1109,306,26308,0
antchain-rms,9457,9457,42,2035,3272,4,367,982,955,70,195,6884,0
antchain-sds,19674,19674,28,1973,2989,0,291,1095,2220,1241,232,14595,0
antchain-shuziwuliu,21432,21432,33,1991,2640,0,255,1032,870,1117,214,17944,0
antchain-smartaccount,26739,26739,25,1850,4732,0,253,951,934,1148,267,23186,0
antchain-sp,14890,14890,41,2005,4309,4,310,1006,1143,1092,309,11026,0
antchain-stlr,31026,31026,30,2071,4935,0,319,1032,959,1110,295,27311,0
antchain-tam,30762,30762,31,2061,4976,0,309,1030,921,1110,226,27166,0
antchain-tdm,23323,23323,29,2131,2701,0,379,1032,872,1104,225,19711,0
antchain-zjlm,4810,4810,14,1850,620,0,335,1005,693,1084,141,1552,0
antiafk,57693,57693,26,5311,6054,497,336,2772,3273,1232,844,48739,0
anticheatservice-0.0.13-py3-none-any.tar.gz,3389,3389,22,50,266,0,14,19,225,1273,106,1752,1
antlr4-python3-runtime,699,699,12,288,362,0,1,228,235,51,38,146,0
anyencoder,18255,18255,19,3189,2977,0,229,2049,1325,68,152,14432,0
anyhttp,3077,3077,23,93,262,0,25,49,165,1115,101,1622,0
anyio,1040,1040,18,397,405,0,56,307,183,52,58,384,0
aohttp-0.1.tar.gz,5975,5975,24,1104,2886,74,94,742,446,33,323,4263,1
aowdjpawojd-0.0.0.tar.gz,7383,7383,21,2704,2598,501,66,1462,1195,1278,291,2590,1
apache-airflow,7299,7299,20,603,2566,0,95,358,456,71,109,6210,0
apache-airflow-providers-common-sql,517,517,13,150,155,0,78,57,215,48,31,88,0
apache-airflow-providers-ssh,662,662,17,269,207,0,183,59,219,67,35,99,0
a-pandas-ex-split,5377,5377,18,94,1982,0,4,64,121,488,52,4648,0
AparatLib,3919,3919,16,851,544,0,169,387,459,1210,104,1590,0
apch-0.0.6.tar.gz,9841,9841,23,11,2276,0,11,2,263,1290,170,8105,1
apclusterv,44376,44376,27,2681,5832,501,79,1308,1537,1263,690,38998,0
apds9960,15007,15007,34,1303,4363,0,99,837,1181,1128,191,11571,0
api,8756,8756,22,2298,2946,0,229,1591,818,83,119,5916,0
api_toolkit,3739,3739,15,645,553,0,163,313,321,1210,99,1633,0
apibackuper,3357,3357,19,98,228,0,101,0,191,1192,103,1770,0
apiclear-0.1-py3-none-any.tar.gz,4476,4476,22,451,900,0,168,122,383,1283,137,2383,1
apidev-coop-1.2.26.tar.gz,4275,4275,21,379,703,0,96,122,381,1279,137,2260,1
apidev-coop-cms,21604,21604,30,1012,2644,0,225,365,420,84,139,20371,0
api-hypixel-1.0.0.tar.gz,9685,9685,22,1182,2795,0,68,844,547,1279,191,6756,1
api-hypixel-1.0.2.tar.gz,3424,3424,20,71,276,0,9,44,171,1275,112,1813,1
api-hypixel-1.0.3.tar.gz,12098,12098,21,2715,4628,501,27,1501,1135,393,224,8317,1
api-hypixel-1.0.4.tar.gz,5709,5709,45,251,1950,4,7,25,622,1291,222,3538,1
apihypixel-1.0.5-py3-none-any.tar.gz,6972,6972,23,1996,2676,2,26,1748,779,913,464,3040,1
apihypixel-1.0.6-py3-none-any.tar.gz,15997,15997,20,3739,6103,501,15,2303,1547,895,510,10226,1
apihypixel-1.0.7-py3-none-any.tar.gz,4096,4096,19,318,1713,0,10,288,269,556,262,2711,1
apiosintDS,12221,12221,23,289,2920,0,166,43,311,1217,163,10321,0
api-requester2-1.0.tar.gz,7395,7395,24,2704,2695,501,66,1462,1196,1289,290,2591,1
apirequests,22202,22202,33,1854,2919,0,191,1137,881,1202,196,18595,0
apkg,22354,22354,29,1878,5686,497,145,641,2972,1234,684,16181,0
app-client,49614,49614,25,2958,6361,501,142,1471,1920,1229,792,43559,0
appdefender,25121,25121,30,477,2309,0,2,66,362,1147,204,23340,0
appdirs,2987,2987,44,702,1920,4,24,441,624,59,149,1686,0
appetize-cli-1.0.0.tar.gz,29641,29641,26,673,2963,0,41,514,480,1290,170,27146,1
appetizer,2016,2016,18,1209,559,0,97,804,383,54,66,612,0
apple-music-python,74443,74443,44,3761,7775,509,86,1934,3057,1234,1130,66493,0
applepush,7392,7392,44,1336,2657,4,140,672,1038,1134,242,4162,0
apple-py-music-1.0.tar.gz,9249,9249,18,542,2763,0,43,409,252,771,88,7686,1
applepy-ui,3079,3079,39,531,1822,4,54,271,459,75,165,2051,0
apple-tv-new-1.0.0.tar.gz,6730,6730,23,2709,2182,0,131,1976,890,1284,215,2234,1
applicationinsights,42466,42466,24,1122,3910,0,26,979,1005,202,119,40135,0
ap-python,11154,11154,20,1674,3685,0,1573,43,283,1266,175,7814,0
APT-stats,67848,67848,28,3439,6080,503,52,1954,2130,1196,775,61238,0
aptx-0.2.tar.gz,48876,48876,18,2426,4887,4,24,2025,1327,99,662,44735,1
apush,45164,45164,20,1493,2673,0,125,960,940,86,172,42881,0
aquests,3770,3770,38,853,2577,4,137,489,659,67,206,2208,0
arangodb,51511,51511,42,2197,6724,505,114,558,2433,1249,1012,45640,0
arangodb-driver-1.0.0.tar.gz,3693,3693,14,1275,1434,0,83,894,338,109,40,2229,1
arangodb-python-1.0.0.tar.gz,16670,16670,20,455,3368,0,24,344,492,534,226,15050,1
arangodb-pythongraph,3116,3116,40,887,1931,4,193,340,632,52,153,1742,0
arcalife-4.4.2.tar.gz,19885,19885,24,779,3597,8,31,473,568,52,355,18398,1
arcalive,17920,17920,17,638,3218,0,155,469,160,63,83,16990,0
arcane-snapchat,59232,59232,27,5669,7092,994,517,2481,3012,1198,1212,49818,0
arcane-stackdriver,68127,68127,43,4083,7642,517,154,1649,3951,1231,1220,59405,0
architect,1238,1238,22,283,453,0,23,228,234,54,111,588,0
Archive,38989,38989,26,2043,3677,4,251,1181,1391,1126,394,34642,0
archiveact-0.0.13-py3-none-any.tar.gz,7208,7208,30,18,2096,0,4,26,218,133,137,6690,1
arcpy-virtualenv,700,700,23,200,290,0,12,125,110,53,34,366,0
arequests,5864,5864,46,1932,2036,8,173,1040,1127,75,252,3189,0
arg,1270,1270,17,734,854,0,20,650,323,48,84,145,0
argcomplete,757,757,15,234,267,0,21,180,86,53,41,376,0
argon2-cffi-bindings,4488,4488,48,850,1694,8,58,395,916,60,253,2798,0
argparse,1016,1016,22,355,453,0,23,287,274,69,50,313,0
argparseweb,816,816,28,28,225,0,7,13,80,52,48,616,0
argreq,7342,7342,41,693,1798,12,25,98,1227,64,406,5510,0
args-python-12.5.5.tar.gz,33728,33728,32,1928,4360,0,92,1541,865,119,520,30591,1
argspython-12.6.5.tar.gz,38368,38368,50,565,3423,0,47,431,901,112,96,36781,1
argsreq-1.7-py3-none-any.tar.gz,3085,3085,19,455,2175,4,16,311,485,23,145,2101,1
argsreq-2.0-py3-none-any.tar.gz,779,779,20,169,310,2,15,107,250,73,42,290,1
argsrun,3556,3556,12,10,2610,0,10,0,82,120,16,3328,0
argus-python,32423,32423,20,1595,3456,0,171,917,597,86,92,30560,0
ari,1836,1836,15,1457,497,0,241,782,525,50,54,184,0
arn,4200,4200,21,914,1116,0,24,799,427,1146,114,1690,0
aroma,3125,3125,20,34,191,0,34,1,202,1211,96,1581,0
arrow,1451,1451,23,580,719,0,75,453,276,67,50,530,0
artcraft,3831,3831,27,1209,1827,0,233,662,571,58,64,2243,0
artifact-lab-3-package-a18ff5d9-0.1.1.tar.gz,5688,5688,49,761,1970,0,59,497,971,1298,116,2747,1
artifact-lab-3-package-a18ff5d9-0.1.2.tar.gz,16466,16466,27,3729,4591,501,123,2201,1419,1282,156,10784,1
artifact-lab-3-package-a18ff5d9-0.1.3.tar.gz,10540,10540,19,1537,3400,0,26,1251,609,782,381,7491,1
artifact-lab-3-package-a18ff5d9-1.1.2.tar.gz,7350,7350,24,3439,2744,501,90,1969,1286,1275,187,2042,1
artifact-lab-3-package-a18ff5d9-1.1.3.tar.gz,3927,3927,25,418,384,0,40,322,301,1275,104,1885,1
artifact-lab-3-package-a18ff5d9-1.1.4.tar.gz,5508,5508,19,1901,1795,4,21,1810,424,1289,131,1829,1
artifact-lab-3-package-a18ff5d9-1.1.5.tar.gz,44921,44921,20,1112,2723,0,105,746,668,1306,170,41926,1
artifact-lab-3-package-e90915e1-0.1.2.tar.gz,7923,7923,21,4115,3189,497,112,2671,1114,1289,201,2039,1
artifact-lab-3-package-e90915e1-0.1.3.tar.gz,18141,18141,12,170,3061,0,0,0,271,269,56,17545,1
artifact-lab-3-package-e90915e1-0.1.4.tar.gz,57567,57567,48,224,3488,4,7,8,837,118,206,56387,1
arya,14836,14836,28,2418,2942,0,157,1601,1267,1134,180,10497,0
aryi-0.1.tar.gz,7891,7891,26,4958,5339,501,144,3433,1343,53,151,2266,1
asaloader,16903,16903,24,923,3178,0,59,509,741,87,135,15372,0
ascicolor-4.3-py3-none-any.tar.gz,28037,28037,27,4172,5861,501,33,2705,1669,90,502,22537,1
ascii,2790,2790,26,744,903,0,78,464,497,121,38,1592,0
ascii_art,2904,2904,15,0,153,0,0,0,199,1110,106,1489,0
ascii2art-4.1.tar.gz,5112,5112,20,4173,3421,501,58,2901,1046,66,145,395,1
ascii2text-2.4.tar.gz,50917,50917,23,1329,2635,0,119,826,880,107,260,48725,1
ascii2text-2.5.tar.gz,1532,1532,19,1047,499,0,100,706,280,56,32,358,1
asciiart,6783,6783,40,378,1668,8,6,5,870,1086,312,4496,0
ascii-chillah-99.0.tar.gz,10178,10178,28,4158,5163,501,29,2701,1570,55,470,4852,1
ascii-chiper,3027,3027,24,77,260,0,11,42,167,1085,112,1610,0
asciicolor-4.2-py3-none-any.tar.gz,3589,3589,28,2651,2417,501,13,1464,1009,54,127,421,1
ascii-colors,2972,2972,20,14,234,0,4,5,141,1083,110,1629,0
asciitext,2945,2945,22,14,215,0,4,5,141,1084,110,1601,0
asdfssdfgsdfgsdfg,1715,1715,36,46,1204,1,4,21,61,33,27,1568,0
asgiref,1379,1379,44,233,522,1,21,173,304,78,59,743,0
ashcrypt,2740,2740,39,278,1618,4,93,1,471,54,154,1963,0
asmita-matplotlib,35823,35823,26,2167,5090,497,27,933,1477,619,539,31731,0
asn1crypto,23365,23365,19,14,2113,0,4,4,185,458,86,22628,0
asn2crypto-4.5.2.tar.gz,37472,37472,25,1467,4326,0,31,1046,833,84,392,35086,1
asptcer-1.0.0.tar.gz,1782,1782,32,1254,604,0,75,894,389,64,86,274,1
asrequests,12752,12752,34,1811,2280,0,229,1159,675,80,146,10463,0
assuredserpentupload-99.0.tar.gz,157,157,7,0,16,0,0,1,20,51,20,65,1
assyncio-1.0.0.tar.gz,58605,58605,18,28,2217,0,6,16,462,103,117,57901,1
aster,34896,34896,36,1121,3111,0,26,957,682,149,171,32911,0
asteroid,2882,2882,17,293,309,0,70,180,250,173,37,2172,0
asteroid_filterbank-0.4.0.tar.gz,2463,2463,24,1403,1098,0,130,1037,387,73,69,767,1
astload,9803,9803,49,555,1923,12,3,0,1338,1254,420,6776,0
astra-http,9418,9418,18,2116,4214,497,27,1040,1050,29,414,6361,0
astral,49067,49067,21,638,4263,0,47,206,1168,778,715,46153,0
astrality,60121,60121,44,3201,6526,498,162,1675,2080,1174,733,53799,0
astralnitro-1.0.tar.gz,18577,18577,27,1601,4265,0,26,1305,596,58,366,16226,1
astroid,1720,1720,25,868,956,0,22,791,315,53,41,498,0
asttokens,52176,52176,24,258,2510,0,39,182,529,106,119,51201,0
asyincio-1.0.0.tar.gz,12014,12014,23,4174,5729,501,35,2704,1430,53,436,6855,1
async,36338,36338,22,3004,5101,497,149,1322,1661,998,589,31122,0
asyncci-1.0.0.tar.gz,7431,7431,20,2697,2838,0,279,1890,876,770,397,3219,1
asynccio-1.0.0.tar.gz,6247,6247,25,2315,2024,0,294,2036,212,1294,137,2274,1
asynccli,6567,6567,41,1534,2148,4,128,849,919,1087,276,3304,0
async-dispatch,1296,1296,18,752,802,0,38,643,291,56,37,231,0
async-dispatcher-1.2.1.tar.gz,366,366,27,73,79,0,73,3,63,52,35,140,1
async-dispatcher-1.2.2.tar.gz,8985,8985,25,4884,4098,503,188,3467,1378,1268,243,1938,1
async-dispatcher-1.2.4.tar.gz,53476,53476,47,1812,6151,8,280,710,2130,1322,868,48158,1
async-dispatcher-1.2.5.tar.gz,24389,24389,28,4842,6701,501,259,2996,2049,1295,748,16541,1
asynci-1.0.0.tar.gz,7436,7436,31,3253,2785,501,105,1853,1321,1274,220,2162,1
asyncii-1.0.0.tar.gz,23130,23130,27,3965,6625,501,21,2516,1717,1305,601,16469,1
asynciio-1.0.0.tar.gz,22631,22631,21,5475,7111,501,55,3947,1946,1035,883,14264,1
asyncinit,3558,3558,25,302,526,0,21,245,386,1099,131,1676,0
asyncio,4125,4125,22,851,1045,0,26,744,418,1111,114,1712,0
asyncio3-1-py3-none-any.tar.gz,6093,6093,45,293,1987,4,54,14,584,1297,226,3914,1
asyncio37,58939,58939,46,512,4140,4,59,118,968,1140,294,56356,0
asyncio-box-1.4.6.tar.gz,3865,3865,21,675,3366,0,47,528,205,51,66,2968,1
asyncioi-1.0.0.tar.gz,11143,11143,23,1483,2715,4,106,953,933,1174,247,7726,1
asyncioo-1.0.0.tar.gz,7313,7313,24,3472,2745,501,113,1987,1365,1275,205,1867,1
asynciooo-1.0.0.tar.gz,54160,54160,26,2611,4482,4,120,1577,1753,1331,568,48807,1
asyncio-pool,13777,13777,38,2143,6204,505,83,529,1773,336,638,9913,0
asyncio-toolbox,5671,5671,40,596,2026,4,60,318,731,1107,233,3218,0
asyncit,17022,17022,23,1325,2671,0,112,834,577,772,112,14615,0
async-lru,49391,49391,20,525,2566,0,22,444,539,99,124,48163,0
asyncpool,23637,23637,33,1411,4964,0,118,792,800,1159,273,20495,0
asynctest,46279,46279,20,1292,3261,0,27,1056,779,106,182,44129,0
async-timeout,34176,34176,22,553,2765,0,23,472,438,90,86,33067,0
asynio-1.0.0.tar.gz,38262,38262,44,5206,7439,12,189,3473,2950,1318,1055,29265,1
asynncio-1.0.0.tar.gz,8294,8294,16,1474,2675,4,106,945,759,894,107,5479,1
asyyncio-1.0.0.tar.gz,7619,7619,23,3751,3231,501,63,2455,1185,1275,206,1934,1
at-hackerspace,11105,11105,32,1041,1671,0,137,495,682,1205,214,8372,0
atmodel,10739,10739,46,590,4148,4,24,330,715,82,228,9356,0
atom-alter-api,3114,3114,12,28,182,0,28,0,159,1210,111,1606,0
atplotlib-0.1.tar.gz,3318,3318,25,902,1804,8,64,743,316,26,312,1849,1
ATPost,4279,4279,18,1198,1413,0,118,719,499,731,77,2135,0
attrs,1459,1459,24,528,895,0,21,451,283,56,48,600,0
attr-utils,1865,1865,23,845,898,0,106,693,292,54,66,654,0
audio,9358,9358,24,1931,3409,0,455,968,755,1200,188,5792,0
auth,1121,1121,14,764,783,0,79,624,270,63,28,57,0
authlib-httpx,13468,13468,22,1378,2938,0,143,1157,441,68,166,11493,0
auto_scrubber-0.1.tar.gz,5001,5001,24,1590,930,2,87,1085,769,1153,120,1785,1
autoapi-django,7552,7552,24,35,2307,0,35,1,239,1182,164,5931,0
autogen-agents,77473,77473,30,4964,6606,1000,27,2376,3200,1289,1193,68388,0
autogui,11477,11477,26,709,2848,0,132,336,530,1198,183,9098,0
auto-token,48441,48441,37,2739,6309,497,146,1267,2199,1323,651,42358,0
aws,2175,2175,20,719,487,0,219,335,200,117,21,1283,0
awscl-1.27.67.tar.gz,38535,38535,29,8543,13524,501,3797,3046,2081,1301,749,27060,1
awscli,6193,6193,25,2879,2417,0,152,2712,365,1084,137,1743,0
awsclie-1.27.67.tar.gz,42317,42317,27,6989,11694,505,853,4065,2749,1297,847,32001,1
awsclii-1.27.67.tar.gz,49236,49236,26,7610,13547,506,956,4193,3178,1209,922,38272,1
aws-creds-replace,18552,18552,35,2871,2852,0,447,1561,1130,1206,208,14000,0
awsglue-devel,21561,21561,25,1829,4737,497,26,631,1179,793,551,17884,0
aws-iam-cli,3674,3674,21,727,468,0,236,326,239,198,31,2644,0
aws-login0tool-0.0.10.tar.gz,41957,41957,45,2436,6173,4,47,1713,1620,1327,592,36654,1
aws-login0tool-0.0.11.tar.gz,10376,10376,46,1168,2181,12,23,355,1541,1280,422,6743,1
aws-login0tool-0.0.12.tar.gz,24731,24731,19,5175,5699,503,109,3482,1946,1032,537,17122,1
aws-login0tool-0.0.13.tar.gz,20621,20621,46,3515,6142,6,102,2525,1832,1298,577,14281,1
aws-login0tool-0.0.14.tar.gz,8635,8635,21,2058,3629,0,40,1596,744,645,388,5222,1
aws-login0tool-0.0.3.tar.gz,7701,7701,22,1350,3243,0,29,1281,425,772,367,4827,1
aws-login0tool-0.0.4.tar.gz,4377,4377,21,1169,667,0,72,757,555,1153,106,1734,1
aws-login0tool-0.0.5.tar.gz,22067,22067,25,6290,8025,501,57,4779,1707,1283,602,13138,1
aws-login0tool-0.0.6.tar.gz,27968,27968,20,3600,5360,8,209,2341,1820,542,287,22761,1
aws-login0tool-0.0.7.tar.gz,19340,19340,20,380,2893,0,18,202,566,292,417,17845,1
aws-login0tool-0.0.8.tar.gz,38248,38248,23,630,3876,0,18,349,835,564,531,35951,1
aws-login0tool-0.0.9.tar.gz,60885,60885,47,572,4356,4,16,291,994,1316,353,57911,1
aws-requests-auth,8355,8355,25,1248,3087,0,108,1053,367,71,64,6692,0
awswrangler,6166,6166,48,1184,2119,12,149,514,1222,105,335,3829,0
axderz-1.0.4.tar.gz,46666,46666,23,2755,9091,0,460,1534,1625,920,955,41172,1
axel,36245,36245,37,511,3180,0,22,76,350,1109,213,34475,0
axel2,21444,21444,26,429,4662,0,28,135,537,1139,197,19408,0
axelo-0.0.0.tar.gz,3654,3654,14,382,511,0,73,174,315,1269,134,1689,1
axp209,13197,13197,45,403,4374,4,39,154,646,1135,284,10935,0
aysncio-1.0.0.tar.gz,9253,9253,29,5169,4302,501,37,3937,1234,1271,224,2049,1
azerty123-0.0.1-py3-none-any.tar.gz,6181,6181,20,1357,3222,0,20,1242,352,520,321,3726,1
azure-cli,12997,12997,38,1450,3354,0,249,1031,552,79,114,10972,0
azure-cli-core,3404,3404,23,52,984,0,52,0,18,78,31,3225,0
azure-cli-ml,8208,8208,41,579,4036,4,125,117,750,1090,289,5833,0
azure-cli-ml-preview-97.10.0.tar.gz,8467,8467,28,2638,4402,0,96,2349,530,766,373,4353,1
azure-cli-ml-private-preview-99.10.0.tar.gz,5195,5195,21,1790,2005,0,110,1252,577,641,112,2503,1
azure-cli-privatedns,8226,8226,17,14,2427,0,4,3,89,220,33,7877,0
azure-common,986,986,11,230,511,0,1,210,239,53,48,435,0
azure-core,2212,2212,25,1308,1527,0,123,1109,350,51,85,494,0
azure-cosmos,6613,6613,27,778,2462,0,93,622,379,57,96,5366,0
azure-custom-tools,5947,5947,20,734,2422,0,23,640,318,144,47,4775,0
azure-datalake-store,1308,1308,15,756,898,0,54,638,287,69,44,216,0
azure-data-tables,1360,1360,17,939,935,0,129,718,291,53,39,130,0
azure-devtools,3654,3654,23,710,637,0,164,534,195,1098,127,1536,0
azure-graphrbac,654,654,21,201,204,0,186,6,90,52,41,279,0
azure-identity,7744,7744,22,409,2078,0,148,230,338,57,107,6864,0
azure-keyvault,12325,12325,22,1352,3345,0,151,1002,550,71,111,10440,0
azure-keyvault-keys,9786,9786,22,1054,3738,0,122,822,443,59,117,8223,0
azure-keyvault-secrets,8245,8245,31,989,4439,0,5,880,959,62,114,6225,0
azure-mgmt-authorization,13844,13844,25,1012,3458,1,114,680,649,79,169,12152,0
azure-mgmt-cdn,6810,6810,17,995,2313,0,180,800,114,54,83,5579,0
azure-mgmt-compute,1001,1001,21,525,530,0,110,377,279,51,40,144,0
azure-mgmt-containerinstance,3373,3373,14,249,1107,0,119,112,210,77,26,2829,0
azure-mgmt-containerregistry,1097,1097,17,537,436,0,167,345,275,62,62,186,0
azure-mgmt-containerservice,6142,6142,24,537,2082,0,110,387,322,69,95,5159,0
azure-mgmt-core,1480,1480,27,865,729,0,135,711,279,51,58,246,0
azure-mgmt-cosmosdb,899,899,25,442,515,0,120,294,235,53,25,172,0
azure-mgmt-databoxedge,905,905,15,472,447,0,143,282,242,64,37,137,0
azure-mgmt-devtestlabs,15915,15915,23,1206,3595,0,5,1003,558,92,117,14140,0
azure-mgmt-dns,3044,3044,16,882,1269,2,163,363,739,48,138,1591,0
azure-mgmt-iothub,1781,1781,40,414,1201,3,110,226,379,50,82,931,0
azure-mgmt-loganalytics,4774,4774,42,1138,3454,4,203,694,639,65,191,2978,0
azure-mgmt-monitor,5197,5197,33,779,3902,0,102,619,886,66,56,3468,0
azure-mgmt-msi,1117,1117,16,10,578,0,10,0,83,58,28,938,0
azure-mgmt-network,1372,1372,19,119,951,0,119,0,39,57,35,1122,0
azure-mgmt-purview,60445,60445,26,3505,6708,497,205,1917,2002,1151,643,54030,0
azure-mgmt-rdbms,4970,4970,43,1467,2164,8,209,856,936,54,292,2615,0
azure-mgmt-redis,11978,11978,25,1467,2705,0,209,1200,437,82,113,9937,0
azure-mgmt-resource,15638,15638,28,1260,3550,0,177,1011,452,66,113,13819,0
azure-mgmt-security,2050,2050,14,1678,1432,0,182,1386,326,50,32,74,0
azure-mgmt-servicebus,6235,6235,21,1028,3405,0,168,793,396,53,115,4710,0
azure-mgmt-sql,1127,1127,13,622,695,0,1,536,309,65,74,142,0
azure-mgmt-storage,1318,1318,19,901,704,0,177,703,266,62,26,84,0
azure-mgmt-web,1997,1997,21,296,1193,3,116,100,478,50,118,1132,0
azureml-contrib-functions,5847,5847,45,690,2276,6,39,424,795,1212,215,3156,0
azureml-contrib-iot,3458,3458,17,562,388,0,468,77,177,1084,133,1519,0
azureml-contrib-jupyterrun-1.0.0.tar.gz,3866,3866,19,271,1781,0,22,14,481,256,340,2753,1
azureml-contrib-mir,38199,38199,24,2150,5430,497,407,584,1523,1108,687,33393,0
azureml-contrib-optimization-97.10.0.tar.gz,19325,19325,25,1857,4809,0,54,1537,713,1046,444,15531,1
azureml-contrib-pipeline-steps,3093,3093,13,88,188,0,88,0,142,1210,96,1557,0
azureml-contrib-reports-99.10.0.tar.gz,3230,3230,21,464,1286,0,26,386,154,511,74,2079,1
azureml-contrib-run,45643,45643,44,2068,6532,504,244,464,1840,1028,760,40803,0
azureml-contrib-server,8022,8022,23,676,2220,0,257,383,328,146,103,6805,0
azureml-pipeline-core,40493,40493,46,1960,7049,501,120,648,4680,1391,823,32330,0
azure-multiapi-storage,12439,12439,21,1366,3216,0,165,1002,554,74,116,10528,0
azure-nspkg,1400,1400,19,693,822,0,23,601,278,71,40,387,0
azure-sdk-tools-0.0.0.tar.gz,34380,34380,43,2570,4214,1,177,1856,978,1211,216,29941,1
azure-sdk-trim,5757,5757,21,907,2485,4,59,766,463,1093,114,3258,0
azure-storage-blob,2992,2992,45,770,2100,4,128,422,591,67,145,1635,0
azure-storage-common,1048,1048,37,148,733,3,97,7,153,52,64,672,0
azure-storage-file-datalake,1904,1904,33,260,1353,0,131,116,796,55,56,750,0
b2,9354,9354,21,599,2187,0,151,408,331,210,102,8152,0
b2-sdk-python-1.8.0.tar.gz,5093,5093,16,1827,832,0,106,1213,644,1270,124,1736,1
babel,1328,1328,12,48,803,2,1,3,166,51,85,1020,0
backcall,7664,7664,24,786,2611,0,26,678,415,66,106,6373,0
backoff,54718,54718,19,804,2562,0,26,699,724,120,196,52953,0
backports-tarfile,4852,4852,45,1093,3335,4,25,799,753,74,210,2987,0
badrandom,6553,6553,24,85,2757,0,22,45,248,1136,173,4929,0
baeutifulsoup-0.1.tar.gz,45985,45985,31,5061,6745,505,46,3227,2467,1323,721,37696,1
baeutifulsoup4-0.1.tar.gz,51681,51681,28,6281,7109,505,129,4000,3069,1344,938,41696,1
bahaha-0.94.tar.gz,4600,4600,24,974,945,0,80,648,601,1288,126,1857,1
balls,2507,2507,40,799,1576,4,125,329,541,64,131,1313,0
bandit-random,1139,1139,21,568,563,0,132,396,286,65,61,199,0
banditvis,9147,9147,30,224,945,0,230,59,5085,1194,243,2336,0
